 EMILI Output File
 ------------------------------------
 Input Line List: zone-MYSO-emi.in
 Input Matched List: zone-MYSO-emi.match
 Results List: zone-MYSO-emi.out
 Short Results List: zone-MYSO-emi.dat
 Abundance Table: abun.dat
 Electron Temp:  10000.
 Electron Density:    100.
 Inst. Resolution:    100.

 ICF Values: Bin/%
 ix 1:    9.99999978E-03
 ix 2:   0.987000048    
 ix 3:    1.00000005E-03
 ix 4:    1.00000005E-03
 ix 5:    1.00000005E-03

 Velocity Structure: Bin/Vel(km/s)
 irvcor 1:    171.206421    
 irvcor 2:    160.233536    
 irvcor 3:    159.780563    
 irvcor 4:    160.551498    
 irvcor 5:    160.551498    

Observed Line:  4609.12  6.9E-04  S/N:     9.56 FWHM:  30.2
   4606.67 |    4607.030 [Fe III]   1746940929     38  4.1E-01 -23.7 3/0 5A
   8517.82 |    8517.240  Cr II     1612070185      6  1.8E-06  20.5 4/1 7  8209.670  28.0
+  8517.82 |    8517.700  Co II     1813228762      5  2.1E-07   4.3 0/0 4B
+  8517.81 |    8517.826  Fe I      1745493195      8  2.8E-05  -0.5 4/0 4B
+  8517.82 |    8518.000  N  II      471105784      5  3.6E-07  -6.2 1/0 6 
+  8517.81 |    8518.000  Cr I      1611138305      4  3.7E-07  -6.6 5/0 7 
+  8517.50 |    8517.700  Ca I      1342695780      5  5.7E-07  -7.0 0/0 5D
+  8517.82 |    8518.036  He I       134337545    263  1.0E-04  -7.5 0/0 3A
+  8517.80 |    8518.120  Fe III    1747334506    262  2.4E-07 -11.2 3/0 7 
   8517.82 |    8518.210$ Ni II     1880577290      6  3.1E-06 -13.6 0/0 5D
   8517.50 |    8517.950  Ca I      1342429204      6  1.8E-06 -15.8 0/0 5D
   8517.50 |    8517.970  Ti I      1476505632      6  5.6E-07 -16.6 2/0 8 
   8517.82 |    8518.300  Cl II     1142116470      6  5.2E-07 -16.8 5/0 8 
   8517.82 |    8518.360$ P  II     1007838306      6  4.6E-07 -18.9 0/0 7 
   8517.82 |    8518.360  Cl II     1142123639      6  5.2E-07 -18.9 2/0 9 
   8517.50 |    8518.080  Ca I      1342694682      6  5.8E-07 -20.4 0/0 7 
   8517.82 |    8518.440$ P  II     1007837282      6  4.6E-07 -21.7 0/0 7 
   8517.82 |    8518.510  Fe II     1746406764      6  1.1E-04 -24.2 2/0 8 
   8517.50 |    8518.350  Ti I      1476484117      7  6.9E-07 -29.9 5/0 * 
   8517.81 |    8518.760  Cr I      1611191607      6  3.4E-07 -33.4 2/0 * 
   8517.81 |    8518.948  Fe I]     1745491147     24  3.2E-07 -40.0 7/0 * 
   8517.81 |    8519.059  Fe I      1745179773      8  3.9E-05 -43.9 8/1 7  8790.521 -39.4
   8517.81 |    8519.065$ Fe I      1745603814      7  2.7E-05 -44.1 0/0 6 
   8517.81 |    8519.073$ Fe I      1745667318      7  2.7E-05 -44.4 0/0 6 
   8517.50 |    8518.770  Ca I      1342280716      7  2.1E-06 -44.7 5/0 9 
   8517.81 |    8519.251$ Fe I      1745665269      7  2.7E-05 -50.7 0/0 6 
   8517.82 |    8519.380  Cr II]    1611867257     22  4.4E-07 -54.8 4/0 * 
   8517.81 |    8519.389  Fe I]     1745606889     23  2.9E-07 -55.5 4/3 7  8661.800 -71.2 8388.527 -46.7 8622.867 -62.3
   8517.82 |    8519.470  Cr II     1612374500      6  9.7E-07 -58.0 7/1 9  8618.480 -45.9
   8517.81 | >  8520.370 [Cr II]    1611698185     38  1.0E-03 -90.1 4/0 0<

Observed Line:  8527.42  6.1E-04  S/N:    14.31 FWHM:  36.8
+  8522.88 |    8522.599  Fe II     1746320707      7  1.3E-04   9.9 5/0 6C
+  8522.87 |    8523.043$ Fe I      1745648882      7  2.7E-05  -6.2 0/0 4A
+  8522.88 |    8523.149  Fe II     1746056300      7  2.6E-03  -9.4 5/0 5B
   8522.87 |    8523.240 [Cr II]    1611733025     38  3.4E-04 -13.1 2/0 6C
   8522.88 |    8523.320  Al II      873647160    262  4.9E-06 -15.5 1/0 7 
   8522.88 |    8523.440  Fe II]    1746280720     22  3.9E-06 -19.7 4/0 9 
   8522.88 |    8523.500  Al II      873647161    262  4.9E-06 -21.8 3/0 9 
   8522.88 |    8523.656  Fe II]    1745980480     23  3.6E-04 -27.3 4/0 8 
   8522.88 |    8523.919  Fe II]    1746230517     23  6.2E-06 -36.5 3/0 * 
   8522.88 |    8524.192* Na I       738284549      7  3.7E-06 -46.2 0/0 8 
   8522.88 |    8524.286  Fe II     1746083959      7  1.4E-03 -49.5 7/1 7  8477.106 -47.1
   8522.88 | >  8525.515  Fe II]    1745950767     23  8.1E-04 -92.7 4/0 0<

Observed Line:  8534.10  2.8E-04  S/N:     6.06 FWHM:  38.8
   8529.54 |    8528.790$ Fe I      1745602791      7  2.7E-05  26.5 0/0 7 
+  8529.54 |    8529.552$ Fe I      1745599716      7  2.7E-05  -0.3 0/0 3A
+  8529.54 |    8529.618$ Fe I      1745639662      7  2.7E-05  -2.6 0/0 3A
+  8529.23 |    8529.570 [Ti II]    1477467141     38  2.8E-05 -11.9 4/0 6C
   8529.54 |    8530.280 [Cr II]    1611697160     38  1.1E-03 -25.9 5/1 6C 8401.000 -50.9
   8529.23 |    8530.000  Ca I      1342337043      6  1.9E-06 -27.0 0/0 8 
   8529.56 |    8530.510$ Ni II     1880576266      6  3.1E-06 -33.5 0/0 8 
   8529.56 |    8530.930  He I       134385680      6  1.0E-04 -48.3 0/0 7 
   8529.54 |    8531.014  Fe I      1745333424      8  3.1E-05 -51.7 8/0 9 
   8529.56 | >  8532.109* He I       134383630      6  1.0E-04 -89.8 0/0 0<

Observed Line:  8549.86  7.2E-03  S/N:    25.95 FWHM:  31.3
+  8545.30 |    8545.382  H  I        67354636      7  1.0E+00  -3.0 0/0 1A
   8545.31 | >  8548.200 [Cl III]   1142951939     53  1.7E-03-101.5 3/0 0<

Observed Line:  8554.96  5.0E-04  S/N:    13.21 FWHM:  28.2
   8550.41 |    8549.750$ S  II     1074974822      6  2.6E-05  23.0 0/0 7C
   8550.08 |    8549.720 [Ti II]    1477469190     54  2.8E-05  12.7 4/0 7C
+  8550.39 |    8550.341$ Si I       939650074      7  2.5E-05   1.8 0/0 3A
   8550.41 |    8551.010  Fe II     1746069615      6  1.9E-03 -21.2 3/0 6B
   8550.38 |    8551.400$ O  III     539147421      5  5.6E-06 -35.6 0/0 8 
   8550.41 |    8551.530  Cr II     1611797608      6  3.7E-05 -39.4 7/0 9 
   8550.39 | >  8552.592$ Fe I      1745596645      7  2.7E-05 -77.1 0/0 0<

Observed Line:  8565.08  7.4E-04  S/N:    20.67 FWHM:  34.8
   8560.51 |    8559.739  Fe I      1745212555      8  3.6E-05  27.0 5/0 8 
   8560.51 |    8559.810 [V  II]    1544607767     38  4.1E-05  24.5 2/0 8 
   8560.51 |    8559.900$ Ni I      1879327830      7  1.4E-06  21.3 0/0 7 
   8560.52 |    8560.160$ Ni II     1880569091      6  3.1E-06  12.6 0/0 6 
+  8560.50 |    8560.200  Fe IV     1748099170    262  3.7E-07  10.5 7/1 6  8683.500  14.2
+  8560.51 |    8560.290 [Cr II]    1611733026     54  3.4E-04   7.6 2/1 3A 8459.320   7.9
+  8560.20 |    8560.030  Ca I      1342692596      6  5.9E-07   5.8 0/0 5B
+  8560.52 |    8560.400  Cr II     1612297657      6  1.0E-06   4.2 8/1 5B 8398.620  34.5
+  8560.52 |    8560.770$ N  II      470938683      6  3.6E-07  -8.7 0/0 5B
+  8560.52 |    8560.810  Al II      873645112    262  4.9E-06 -10.1 2/0 6 
   8560.50 |    8560.870  Ne II      672251969    262  3.9E-07 -13.0 1/0 7 
   8560.51 |    8560.977  Fe I]     1745007703     24  1.3E-06 -16.4 5/1 8  9086.468 -41.3
   8560.50 |    8561.000  O  V       541170766    260  1.3E-05 -17.6 5/0 8 
   8560.52 |    8561.100 [Mn III]   1679893548     37  1.6E-06 -20.3 4/0 9 
   8560.51 |    8561.167  Fe I      1745440958      7  2.9E-05 -23.1 2/0 9 
   8560.20 |    8561.000  Ca I      1342689454      4  6.1E-07 -28.2 0/0 8 
   8560.52 |    8561.390$ Ar I      1208158232      6  1.9E-06 -30.5 0/0 8 
   8560.52 |    8561.390$ Ar I      1208159256      6  1.9E-06 -30.5 0/0 8 
   8560.51 |    8561.606  Fe I      1745468612      8  2.9E-05 -38.5 4/0 9 
   8560.51 |    8561.679  Fe I]     1745032294     24  1.1E-06 -41.0 2/0 * 
   8560.52 |    8561.850  Cr II     1612295611      6  1.0E-06 -46.6 4/0 * 
   8560.51 |    8561.990 [V  II]    1544617010     54  2.0E-05 -51.9 4/0 9 
   8560.52 | >  8563.240  Fe II     1746112680      6  8.9E-04 -95.3 0/0 0<

Observed Line:  8583.27  2.2E-03  S/N:    36.55 FWHM:  28.6
   8578.70 |    8577.660  C  II      403920025    262  5.8E-04  36.4 7/0 8 
+  8578.68 |    8578.500 [Fe V]     1749043209     37  3.7E-04   6.2 1/0 5B
+  8578.69 |    8578.690 [Cl II]    1141903361     38  5.1E-03  -0.1 1/0 3A
+  8578.70 |    8578.800  Cr II     1611794535      6  3.8E-05  -3.5 3/0 6C
   8578.69 |    8579.094  Si I       939603986    263  2.7E-05 -14.2 2/0 8 
   8578.69 |    8579.100 [V  II]    1544579080     38  1.2E-04 -14.4 7/0 7D
   8578.69 |    8579.185$ Fe I      1745668345      7  2.7E-05 -17.4 0/0 7D
   8578.70 |    8580.026  Fe II]    1746058349     23  7.2E-05 -46.4 5/0 9 
   8578.69 | >  8580.240 [Co II]    1813000193     54  1.3E-03 -54.2 0/0 0<

Observed Line:  8588.04  1.2E-04  S/N:     2.72 FWHM:   6.4
   8583.46 |    8582.530 [V  II]    1544607765     38  4.1E-05  32.4 1/0 7 
   8583.47 |    8582.552  Fe II     1746074739      7  1.7E-03  32.0 3/0 7 
   8583.47 |    8582.583* He I       134350858    262  1.0E-04  30.9 0/0 6 
   8583.47 |    8582.723  Fe II     1746054252      7  2.6E-03  26.0 9/0 6 
   8583.47 |    8582.899$ Ne I       671119371    648  6.0E-05  19.9 0/0 5D
   8583.45 |    8582.890  O  II      538115184    262  2.8E-06  19.4 2/0 8 
+  8583.46 |    8582.913$ Fe I      1745641714      7  2.7E-05  19.0 0/0 4C
+  8583.46 |    8583.276$ Fe I      1745640689      7  2.7E-05   6.3 0/0 3A
+  8583.47 |    8583.495  Fe II]    1746157774     23  1.2E-05  -1.0 4/0 6 
+  8583.45 |    8583.600  O  III     539189449    261  5.6E-06  -5.4 2/0 6 
+  8583.47 |    8583.640  He I       134380560      6  1.0E-04  -6.0 0/0 3A
+  8583.47 |    8583.780  Mn II     1678988429      6  3.2E-06 -10.9 5/0 7 
+  8583.47 |    8583.930  C  II      403919001    262  5.8E-04 -16.2 9/0 5D
   8583.47 |    8584.080  Fe II]    1746285837     22  3.7E-06 -21.4 4/1 7  8684.100  -5.7
   8583.47 |    8584.150  Fe II]    1746152651     22  1.2E-05 -23.8 2/0 8 
   8583.46 |    8584.698$ Fe I      1745551584      7  2.8E-05 -43.4 0/0 7 
   8583.46 |    8584.793  Fe I      1745196162      8  3.8E-05 -46.7 */0 9 
   8583.14 |    8585.130 [Ti II]    1477467142     38  2.8E-05 -69.5 4/0 9 
   8583.47 |    8585.750* He I       134377486      6  1.0E-04 -79.7 0/0 7 
   8583.47 |    8585.880  Fe II     1746295072      6  1.6E-04 -84.3 7/0 9 
   8583.47 | >  8586.500  C  II      403917977    261  5.8E-04-105.9 9/0 0<

Observed Line:  8603.07  8.0E-03  S/N:    21.35 FWHM:  24.6
+  8598.48 |    8598.392  H  I        67323916      7  1.0E+00   3.0 0/0 1A
   8598.48 | >  8600.499 [Fe II]    1745935388     39  6.8E-02 -70.5 3/0 0<

Observed Line:  8621.75  1.4E-03  S/N:     6.73 FWHM:  10.5
+  8617.16 |    8616.842  Fe II     1746079863      7  1.4E-03  11.1 7/0 6B
+  8617.15 |    8616.952 [Fe II]    1745893382     55  4.6E-01   6.8 2/1 2A 9051.948 -20.3
   8617.16 | >  8619.993  Fe II     1746079864      7  1.4E-03 -98.6 5/0 0<

Observed Line:  8625.68  5.1E-05  S/N:     4.25 FWHM:   7.3
   8621.09 |    8619.993  Fe II     1746079864      7  1.4E-03  38.1 5/0 8 
   8621.09 |    8620.200  Fe II]    1746286876     22  3.4E-06  30.9 0/0 8 
   8621.08 |    8620.427  Fe I      1745440959      7  2.9E-05  22.6 4/0 8 
   8621.09 |    8620.460$ Ar I      1208002571      8  1.9E-06  21.8 0/0 6 
   8621.09 |    8620.490$ Ni II     1880535321      6  3.1E-06  20.8 0/0 6 
   8621.09 |    8620.500 [Co III]   1814090780     53  2.0E-06  20.5 1/0 7 
+  8621.09 |    8620.720  Ni II     1880804690      6  3.0E-06  12.8 0/0 5C
+  8621.09 |    8620.850$ S  II     1074901058      6  2.6E-05   8.3 0/0 4A
+  8621.08 |    8621.060 [V  II]    1544607768     38  4.1E-05   0.5 2/0 5C
+  8621.09 |    8621.100  Fe II     1746294047      6  1.6E-04  -0.4 6/0 4A
+  8621.09 |    8621.280  Fe II]    1746120884     22  2.3E-05  -6.7 4/0 5C
   8621.08 |    8621.601  Fe I      1744940077      8  1.2E-04 -18.3 3/0 7 
   8621.09 |    8621.700 [Mn III]   1679891499     37  1.6E-06 -21.3 2/0 8 
   8621.09 |    8622.320  Ni II     1880432844      6  3.2E-06 -42.9 2/0 * 
   8621.09 |    8622.500  Cr II     1612135766      6  1.5E-06 -49.1 */1 9  8674.790 -41.2
   8621.09 |    8622.560  Fe II]    1746284819     22  3.8E-06 -51.2 3/0 * 
   8621.09 |    8622.590$ Ni II     1880572177      6  3.1E-06 -52.3 0/0 8 
   8621.09 | >  8624.400 [V  III]   1545607169     53  3.2E-04-115.2 8/0 0<

Observed Line:  8634.23  7.1E-04  S/N:     6.72 FWHM:  37.1
   8629.63 |    8629.236  N  I       469788682    263  8.9E-05  13.8 3/0 7B
+  8629.63 |    8629.440  Fe II     1746371938      6  1.2E-04   6.7 4/0 6A
   8629.63 |    8630.754  Fe II     1746020449      7  3.9E-03 -38.9 2/0 7B
   8629.63 | >  8632.790* He I       134346762    262  1.0E-04-109.7 0/0 0<

Observed Line:  8654.69  7.5E-04  S/N:     7.36 FWHM:  35.9
   8650.06 |    8648.960  Fe III    1747369335    262  2.4E-07  38.2 6/0 * 
   8650.08 |    8649.100  Mn II     1679152433      5  5.4E-07  34.1 5/0 * 
   8649.75 |    8649.000 [Ti II]    1477470216     54  2.8E-05  26.2 3/0 8 
   8650.08 |    8649.430$ N  II      470931516      6  3.6E-07  22.6 0/0 7 
   8650.07 |    8649.525$ Fe I      1745552610      7  2.8E-05  18.9 0/0 5 
   8650.07 |    8649.633$ Ni I      1879312467      7  1.4E-06  15.2 0/0 5 
+  8650.08 |    8649.820  V  II     1544799411      6  2.9E-07   9.1 6/0 7 
+  8650.08 |    8649.880  He I       134374416      6  1.0E-04   7.0 0/0 3A
+  8650.08 |    8649.970  Co II     1813204118      6  4.1E-07   3.9 8/0 6 
+  8649.75 |    8649.670  Ca I      1342692643      6  5.9E-07   2.9 0/0 4C
+  8650.08 |    8650.000  Fe II     1746429306      6  1.1E-04   2.9 6/0 4C
+  8650.07 |    8650.000$ Cl I      1141177559      4  1.6E-07   2.4 0/0 4C
+  8649.75 |    8649.850  Ca I      1342693750      6  5.8E-07  -3.3 0/0 4C
+  8650.08 |    8650.243* Na I       738219012    262  5.3E-06  -5.6 0/0 3A
+  8649.75 |    8650.010  Ca I      1342691610      6  5.9E-07  -8.8 0/0 5 
   8649.75 |    8650.280  Ca I      1342861768      6  4.8E-07 -18.2 1/0 8 
   8650.08 |    8650.700  Mn II     1679151409      5  5.4E-07 -21.4 5/0 9 
   8650.08 |    8650.740  Fe II]    1746373995     22  1.8E-06 -22.8 3/0 8 
   8649.75 |    8650.450  Ca I      1342678102      6  7.2E-07 -24.1 0/0 8 
   8650.06 |    8650.920  O  II      538168502    262  2.8E-06 -29.8 2/0 9 
   8650.07 |    8651.041  Fe I]     1745485002     24  3.3E-07 -33.6 4/0 * 
   8650.06 |    8651.130$ O  II      538088535      6  2.8E-06 -37.1 0/0 7 
   8649.75 |    8650.880  Ca I      1342307344    262  2.0E-06 -39.0 2/0 9 
   8649.75 |    8651.100  Ca I      1342692644      6  5.9E-07 -46.6 0/0 8 
   8649.75 |    8651.200 [Ti II]    1477476368     54  1.2E-05 -50.1 4/1 7  8696.330 -43.2
   8650.06 |    8651.550$ O  II      538087511      6  2.8E-06 -51.6 0/0 7 
   8650.08 |    8651.580  V  II]    1544622133     22  4.7E-07 -51.9 2/0 * 
   8650.07 | >  8652.110 [Cr II]    1611693063     38  1.1E-03 -70.7 8/0 0<

Observed Line:  8664.37  5.8E-04  S/N:     3.58 FWHM:  10.2
   8659.75 |    8658.849  Fe I      1745440960      7  2.9E-05  31.0 4/0 8 
   8659.75 |    8658.903$ Fe I      1745593577      7  2.7E-05  29.2 0/0 6B
   8659.74 |    8659.000$ O  III     539143324      5  5.6E-06  25.5 0/0 7 
+  8659.74 |    8660.000  Ne IX      679491596    260  5.1E-06  -9.1 4/0 7 
+  8659.76 |    8660.103  Fe II]    1745946669     23  1.1E-03 -12.0 5/0 5A
   8659.75 |    8660.456$ Fe I      1745544416      7  2.8E-05 -24.6 0/0 6B
   8659.76 |    8660.510  Ni II     1880588611      6  3.1E-06 -26.1 1/0 8 
   8659.76 |    8660.684  Fe II]    1746329944     23  1.9E-06 -32.1 4/0 * 
   8659.76 |    8660.804  Fe II     1746320708      7  1.3E-04 -36.2 6/0 8 
   8659.75 |    8661.188$ Si I       939638809      7  2.5E-05 -50.0 0/0 7 
   8659.76 |    8661.300 [Mn III]   1679891500     53  1.6E-06 -53.4 4/0 * 
   8659.76 |    8661.400  Fe II]    1746204908     22  7.2E-06 -56.9 5/0 * 
   8659.75 |    8661.448$ Fe I      1745551586      7  2.8E-05 -59.0 0/0 7 
   8659.74 |    8661.466  He II      135440426      7  3.2E-04 -59.9 0/0 6B
   8659.76 |    8661.730  Fe II     1746406765      6  1.1E-04 -68.3 2/0 8 
   8659.43 |    8661.430 [Ti II]    1477468168     54  2.8E-05 -69.3 2/0 9 
   8659.75 |    8661.900  Fe I      1744910352      8  2.1E-04 -74.6 6/0 8 
   8659.75 |    8661.904$ Fe I      1745636594      7  2.7E-05 -74.8 0/0 7 
   8659.76 | >  8662.140  Ca II     1343229954    262  1.9E-04 -82.5 2/0 0<

Observed Line:  8669.58  1.0E-02  S/N:    31.09 FWHM:  28.2
   8664.96 |    8664.435  Fe II     1746020451      7  3.9E-03  18.3 2/0 8C
+  8664.95 |    8665.018  H  I        67295244      7  1.0E+00  -2.3 0/0 1A
+  8664.95 |    8665.080 [Cr II]    1611695112     54  1.1E-03  -4.4 8/1 5B 8703.690  -8.2
   8664.96 | >  8666.935  N  I       469876764    263  6.4E-05 -68.2 2/0 0<

Observed Line:  8678.22  4.1E-04  S/N:     2.00 FWHM:  34.3
   8673.59 |    8672.527$ Fe I      1745544417      7  2.8E-05  36.7 0/0 6C
   8673.60 |    8672.570$ Ni II     1880535328      6  3.1E-06  35.6 0/0 6C
   8673.60 |    8672.710  Fe II]    1746395502     22  1.7E-06  30.8 5/1 7  8849.820  33.8
+  8673.59 |    8673.765  Fe I]     1744934952     24  3.4E-06  -6.1 1/0 5A
   8673.59 |    8674.300 [V  II]    1544603661     38  6.5E-05 -24.6 2/0 7 
   8673.60 |    8674.489  Fe II]    1746117814     23  2.2E-05 -30.8 4/0 7 
   8673.59 |    8674.541$ Fe I      1745641718      7  2.7E-05 -33.0 0/0 5A
   8673.27 |    8674.280  Ca I      1342616597      6  1.8E-06 -34.9 2/1 6C 8681.250 -30.9
   8673.58 |    8674.640$ O  II      538099801      6  2.8E-06 -36.7 0/0 7 
   8673.59 |    8674.746  Fe I      1744931875      8  1.3E-04 -40.0 3/0 8 
   8673.60 |    8674.790  Cr II     1612134742      6  1.5E-06 -41.2 */1 8  8622.500 -49.1
   8673.60 |    8674.940$ Ni II     1880535327      6  3.1E-06 -46.4 0/0 7 
   8673.58 |    8675.000  Ne IX      679490572    260  5.1E-06 -49.2 4/0 * 
   8673.60 |    8675.100  Al II      873559081    261  4.9E-06 -51.9 2/0 * 
   8673.59 |    8675.187$ Fe I      1745550562      7  2.8E-05 -55.3 0/0 7 
   8673.60 |    8675.403  Fe II     1746078839      7  1.5E-03 -62.4 5/0 7 
   8673.27 |    8675.130  Ca I      1342612501      6  1.8E-06 -64.3 2/1 8  8682.100 -60.2
   8673.60 |    8675.460  Fe II]    1746393451     22  1.8E-06 -64.3 4/1 9  8685.990 -71.0
   8673.60 |    8675.550$ Ni II     1880570122      6  3.1E-06 -67.4 0/0 8 
   8673.59 |    8675.791  Fe I      1745182848      8  3.8E-05 -76.2 */1 8  8699.455-108.6
   8673.27 |    8676.060  Ca I      1342608405      6  1.8E-06 -96.5 2/1 8  8683.030 -92.4
   8673.60 |    8676.800 [Mn III]   1679890475     53  1.7E-06-110.7 2/0 * 
   8673.60 | >  8678.597  Fe II     1746078840      7  1.5E-03-172.7 4/0 0<

Observed Line:  8685.31  6.0E-04  S/N:     2.91 FWHM:   7.0
   8680.67 |    8679.632  Fe I      1745172606      8  3.9E-05  36.0 2/0 * 
   8680.67 |    8679.650  S  I      1073781769    262  9.0E-06  35.4 7/1 8  8694.710  55.1
   8680.67 |    8679.710$ Fe I      1745542369      7  2.8E-05  33.3 0/0 7 
   8680.67 |    8680.080  Si I       939586574    263  2.8E-05  20.5 0/0 6 
+  8680.66 |    8680.200$ O  III     539140252      5  5.6E-06  16.0 0/0 5B
+  8680.69 |    8680.282  N  I       469780488    263  1.0E-04  13.9 2/0 6 
+  8680.69 |    8680.400  Al II      873559082    261  4.9E-06   9.9 1/0 6 
+  8680.67 |    8680.470  S  I      1073780745    262  9.0E-06   7.0 5/0 6 
+  8680.67 |    8680.613$ Fe I      1745640694      7  2.7E-05   2.1 0/0 4A
+  8680.67 |    8680.790  Fe I      1745014876      8  5.7E-05  -4.0 4/0 5B
+  8680.67 |    8680.870 [V  II]    1544596491     54  6.8E-05  -6.8 5/0 5B
+  8680.69 |    8680.900 [V  III]   1545618444     37  6.3E-05  -7.4 2/0 5B
+  8680.69 |    8681.050  Fe II     1746442618      6  1.1E-04 -12.6 8/1 5B 8617.390  -8.0
   8680.69 |    8681.880$ S  II     1074967653      6  2.6E-05 -41.3 0/0 8 
   8680.69 |    8681.921$ Ne I       671114249    648  6.0E-05 -42.7 0/0 7 
   8680.67 |    8682.130 [V  II]    1544567809     38  1.6E-04 -50.3 6/0 9 
   8680.69 |    8682.530  C  II      403730451    262  5.8E-04 -63.7 1/0 7 
   8680.69 |    8682.800 [V  III]   1545606145     53  3.2E-04 -73.1 8/0 9 
   8680.67 |    8683.132  Fe I      1745366197      8  3.0E-05 -84.9 2/0 * 
   8680.69 |    8683.259  Fe II     1746020447      7  3.9E-03 -88.9 0/0 6 
   8680.69 | >  8683.403  N  I       469779463    263  1.0E-04 -93.9 5/0 0<

Observed Line:  8688.56  1.1E-03  S/N:     2.71 FWHM:  45.5
   8683.93 |    8682.800 [V  III]   1545606145     53  3.2E-04  39.2 8/0 9 
   8683.92 |    8683.132  Fe I      1745366197      8  3.0E-05  27.3 2/0 8 
   8683.93 |    8683.259  Fe II     1746020447      7  3.9E-03  23.3 0/0 3A
+  8683.93 |    8683.403  N  I       469779463    263  1.0E-04  18.4 5/0 6B
+  8683.93 |    8683.670  Fe II]    1746120885     22  2.3E-05   9.1 4/0 6B
+  8683.93 |    8684.390  Fe II]    1746101381     22  3.6E-05 -15.7 3/1 6B 8126.190 -30.2
+  8683.92 |    8684.420 [V  II]    1544614950     54  2.4E-05 -17.2 5/0 7 
   8683.93 |    8685.050  Cr II     1611807851      6  3.5E-05 -38.5 7/1 9  8720.140 -40.4
   8683.92 |    8685.777  Fe I      1745494223      8  2.8E-05 -64.1 2/1 8  8705.480 -69.9
   8683.93 |    8686.149  N  I       469778438    263  1.0E-04 -76.5 7/0 9 
   8683.92 |    8686.358$ Si I       939637785      7  2.5E-05 -84.1 0/0 8 
   8683.92 |    8686.450 [V  II]    1544613925     54  2.4E-05 -87.3 4/0 * 
   8683.92 | >  8687.800 [Cr II]    1611698186     54  1.0E-03-133.9 3/0 0<

Observed Line:  8700.04  1.0E-03  S/N:    10.77 FWHM:  37.1
   8695.08 |    8694.360  Ca I      1342555157      6  1.8E-06  24.8 2/0 * 
   8695.40 |    8694.710  S  I      1073779722    262  9.0E-06  23.7 2/1 7  8680.470   7.0
+  8695.41 |    8695.210  Mn II     1679024293      6  2.3E-06   6.8 1/0 6D
+  8695.41 |    8695.224  Fe II]    1745979457     23  3.6E-04   6.4 4/0 5B
+  8695.40 |    8695.330 [Co II]    1813023760     54  2.3E-04   2.3 1/0 3A
+  8695.08 |    8695.150  Ca I      1342559254      6  1.8E-06  -2.5 2/0 6D
+  8695.08 |    8695.370  Ca I      1342691648      6  5.9E-07 -10.1 0/0 5B
   8695.08 |    8695.700  Ca I      1342567447      6  1.8E-06 -21.5 1/0 8 
   8695.41 |    8696.310$ Ni II     1880621376      6  3.1E-06 -31.1 0/0 8 
   8695.08 |    8696.330 [Ti II]    1477475344     54  1.2E-05 -43.2 4/1 8  8651.200 -50.1
   8695.41 |    8696.700  C  II      403729427    262  5.8E-04 -44.6 1/0 7 
   8695.41 |    8696.749  Fe II]    1746322766     23  2.0E-06 -46.3 */0 * 
   8695.08 |    8696.540  Ca I      1342551061      6  1.8E-06 -50.4 2/0 * 
   8695.41 | >  8698.110  Fe II     1746327892      7  1.3E-04 -93.2 1/0 0<

Observed Line:  8700.95  2.2E-03  S/N:     1.27 FWHM:  86.1
   8696.32 |    8695.210  Mn II     1679024293      6  2.3E-06  38.2 1/0 7 
   8696.32 |    8695.224  Fe II]    1745979457     23  3.6E-04  37.8 4/1 5  8672.323  44.2
+  8696.31 |    8695.330 [Co II]    1813023760     54  2.3E-04  33.7 1/0 4B
+  8695.99 |    8695.150  Ca I      1342559254      6  1.8E-06  28.9 2/0 7 
+  8695.99 |    8695.370  Ca I      1342691648      6  5.9E-07  21.3 0/0 5 
+  8695.99 |    8695.700  Ca I      1342567447      6  1.8E-06   9.9 1/0 5 
+  8696.32 |    8696.310$ Ni II     1880621376      6  3.1E-06   0.3 0/0 4B
+  8695.99 |    8696.330 [Ti II]    1477475344     54  1.2E-05 -11.8 4/0 5 
+  8696.32 |    8696.700  C  II      403729427    262  5.8E-04 -13.2 1/0 3A
+  8696.32 |    8696.749  Fe II]    1746322766     23  2.0E-06 -14.9 */0 6 
+  8695.99 |    8696.540  Ca I      1342551061      6  1.8E-06 -19.1 2/1 5  8703.540 -14.0
+  8696.31 |    8697.331$ Fe I      1745633521      7  2.7E-05 -35.4 0/0 4B
   8695.99 |    8697.140  Ca I      1342555158      6  1.8E-06 -39.8 2/0 8 
   8695.99 |    8697.320  Ca I      1342691649      6  5.9E-07 -46.0 0/0 6 
   8696.32 |    8697.800  Fe II]    1746406759     22  1.7E-06 -51.1 1/0 7 
   8695.99 |    8697.480  Ca I      1342692688      6  5.9E-07 -51.5 0/0 6 
   8695.99 |    8697.480  Ca I      1342563351      6  1.8E-06 -51.5 1/0 7 
   8696.30 |    8697.800* N  III     471934016    261  7.2E-07 -51.8 0/0 6 
   8696.32 |    8698.110  Fe II     1746327892      7  1.3E-04 -61.8 1/0 6 
   8696.31 |    8698.160 [V  II]    1544579081     38  1.2E-04 -64.0 6/0 7 
   8696.31 |    8698.592$ Fe I      1745639669      7  2.7E-05 -78.9 0/0 7 
   8696.31 |    8698.690 [V  II]    1544581130     38  1.2E-04 -82.2 3/0 8 
